,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
1192,4 shows i absolutely love: the good doctor  wisdom of the crowd  ahs cult &amp; arrow. freddie highmore is an amazing aâ€_ https://t.co/1l0rseg8cm,0.466,0.0,0.534,0.9419,Dark_GothAngel,Pacific Time (US & Canada),1.51047e+12,11/11/17 22:48,2017,11,11,22,48
1193,@athighmore @gooddoctorabc i hope you win a golden globe or a sag award for the good doctor someone needs to nominaâ€_ https://t.co/ac3l6g5kvt,0.466,0.0,0.534,0.9201,adamman316,None,1.50981e+12,11/4/17 8:32,2017,11,4,8,32
1194,the good doctor is such a good show! _Ÿ˜_ #thegooddoctor,0.465,0.0,0.535,0.7263,ginger2729,None,1.50991e+12,11/5/17 11:38,2017,11,5,11,38
1197,canâ€™t get over how good the good doctor is!,0.465,0.0,0.535,0.7263,shann_rxo,None,1.51035e+12,11/10/17 13:16,2017,11,10,13,16
1199,if shaun murphy wins the final alex usov (rus) and jan lambrechts (bel) will win the champion of champions predictiâ€_ https://t.co/qbj8kxxxt2,0.465,0.0,0.535,0.9413,eventprediction,Copenhagen,1.51046e+12,11/11/17 21:33,2017,11,11,21,33
1200,@gooddoctorfan yes i am beginning to like him #thegooddoctor,0.464,0.0,0.536,0.6369,Alex_M_Zamora,None,1.50994e+12,11/5/17 18:31,2017,11,5,18,31
1201,how cool! #thegooddoctor https://t.co/1p6j04igr5,0.464,0.0,0.536,0.3802,greysfan,Sydney,1.51005e+12,11/7/17 1:47,2017,11,7,1,47
1203,@drjoeabah like i said before  i am pretty sure that the good doctor is not an advocate of anarchy. and i hope i am right.,0.463,0.0,0.537,0.9153,knightofdelta,Europe/London,1.50988e+12,11/5/17 2:45,2017,11,5,2,45
1204,binge watched the shit out of the good doctor today,0.463,0.0,0.537,0.7845,alkattt,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:14,2017,11,6,19,14
1205,ummm......where is the good doctor???,0.462,0.0,0.538,0.533,aloneinatlanta,Pacific Time (US & Canada),1.51002e+12,11/6/17 19:05,2017,11,6,19,5
1206,the good doctor is amazing but i feel like its way too similar to grey's anatomy and i'm not sure if i hate or love it,0.46,0.065,0.476,0.9428,RababKhalife,None,1.50984e+12,11/4/17 15:41,2017,11,4,15,41
1207,the good doctor is absolutely bloody brilliant _Ÿ™Œ_Ÿè_,0.46,0.21,0.33,0.5839,ohcharrr,London,1.50991e+12,11/5/17 10:27,2017,11,5,10,27
1208,why is the good doctor not on tonight bitch,0.46,0.0,0.54,0.716,andlivefromny,Pacific Time (US & Canada),1.51003e+12,11/6/17 22:02,2017,11,6,22,2
1209,freddie highmore is so talented https://t.co/bgpovrm9qb,0.459,0.0,0.541,0.6418,Ievitatedjacob,Pacific Time (US & Canada),1.50991e+12,11/5/17 11:55,2017,11,5,11,55
1211,officially hooked on the good doctor _Ÿ‘¨â€çâ_•ï¸è loving this show,0.459,0.0,0.541,0.7783,nency_fuentes,None,1.50998e+12,11/6/17 6:55,2017,11,6,6,55
1212,words of wisdom #thegooddoctor https://t.co/ghqbn1tqb1,0.459,0.0,0.541,0.5267,yara_agha95,None,1.51e+12,11/6/17 11:34,2017,11,6,11,34
1213,done with new ep of the gifted. now waiting for the good doctor. love love these shows!!,0.459,0.0,0.541,0.9167,marymemary13,Singapore,1.51006e+12,11/7/17 4:15,2017,11,7,4,15
1214,@thiwe currently watching n loving this is us n the good doctor.,0.459,0.0,0.541,0.7783,Oaratwa_M,None,1.51009e+12,11/7/17 12:42,2017,11,7,12,42
1215,wow. rest in peace to the good doctor.. remember idolizing him as a kid. #rip #doc,0.459,0.0,0.541,0.8807,josh_yaschyshyn,Central Time (US & Canada),1.51009e+12,11/7/17 13:29,2017,11,7,13,29
1216,freddie highmore better get an academy award for his acting on the good doctor,0.458,0.0,0.542,0.8519,rudzz_m,None,1.50984e+12,11/4/17 15:50,2017,11,4,15,50
1217,@dylankingwell hi from south korea. i watched all episodes of 'the good doctor' few days ago. it was great! i love ur acting. so impressive!,0.458,0.0,0.542,0.9519,Writeright7,None,1.50987e+12,11/5/17 1:06,2017,11,5,1,6
1218,omg  what is freddie highmore?! he is so amazing! such a great actor!!! iâ€™m so impressed with #batesmotel and #thegooddoctor _Ÿ‘è_Ÿè__Ÿ‘è_Ÿè__Ÿ‘è_Ÿè__Ÿ‘è_Ÿè_,0.458,0.0,0.542,0.9468,Cris_Schmitt_,Santiago,1.51e+12,11/6/17 13:12,2017,11,6,13,12
1219,much love _Ÿ™è_Ÿè»_Ÿ’› #autism  #thegooddoctor https://t.co/orhbhkqgtr,0.457,0.0,0.543,0.6369,Haneenarts,Kuwait,1.50984e+12,11/4/17 18:13,2017,11,4,18,13
1220,i honestly think you would like the good doctor...you should give it a watch sometime,0.457,0.0,0.543,0.8126,ueki_hime,None,1.50993e+12,11/5/17 16:45,2017,11,5,16,45
1221,i love freddie highmore so much _Ÿ’•,0.457,0.0,0.543,0.6369,KatrineLao,Singapore,1.50998e+12,11/6/17 6:52,2017,11,6,6,52
1222,the good doctor is my new favorite show https://t.co/sskuasn8o6,0.457,0.0,0.543,0.7096,masdemoss,Arizona,1.51e+12,11/6/17 11:55,2017,11,6,11,55
1223,the good doctor is officially my new favorite show_Ÿ˜ç,0.457,0.0,0.543,0.7096,psycholilbaby1,None,1.51e+12,11/6/17 13:22,2017,11,6,13,22
1224,[ hnnnnnnnggggggg  i love freddie highmore. _Ÿ’• https://t.co/ackmxpisuc,0.457,0.0,0.543,0.6369,redncssmadncss,None,1.51002e+12,11/6/17 18:55,2017,11,6,18,55
1225,the good doctor became my new fav show fr,0.457,0.0,0.543,0.7096,Lenny_171,Eastern Time (US & Canada),1.51003e+12,11/6/17 21:20,2017,11,6,21,20
1227,the good doctor might be my new favorite show,0.457,0.0,0.543,0.7096,alliejo40,None,1.51027e+12,11/9/17 15:30,2017,11,9,15,30
1228,shaun asks the best questions. #thegooddoctor,0.457,0.0,0.543,0.6369,KeshieKeshie,Atlantic Time (Canada),1.51027e+12,11/9/17 16:31,2017,11,9,16,31
1229,love âù_ï¸è this show #thegooddoctor https://t.co/n56djihlml,0.457,0.0,0.543,0.6369,texasnaomi,Central Time (US & Canada),1.51028e+12,11/9/17 18:25,2017,11,9,18,25
1230,the good doctor is officially my new fav series,0.457,0.0,0.543,0.7096,Shazaveira,Kuala Lumpur,1.5103e+12,11/10/17 0:04,2017,11,10,0,4
1231,freddie highmore  i love you still âù_ï¸è,0.457,0.0,0.543,0.6369,chamachamchamie,Beijing,1.5104e+12,11/11/17 2:39,2017,11,11,2,39
1232,new episode of the good doctor monday ! woo freddie is gonna be amazing as always,0.457,0.0,0.543,0.8777,allisonjfan,Pacific Time (US & Canada),1.51045e+12,11/11/17 18:20,2017,11,11,18,20
1233,yes for those asking about the good doctor. it's a nice watch so far.,0.457,0.0,0.543,0.8126,Shayla_x,London,1.51046e+12,11/11/17 19:13,2017,11,11,19,13
1234,wow wonder why they call it the good doctor https://t.co/mdxzqxy3uk,0.456,0.0,0.544,0.7717,Cdanielleee_,Eastern Time (US & Canada),1.50994e+12,11/5/17 20:54,2017,11,5,20,54
1235,the good doctor. #thegooddoctor what an amazing first episode. https://t.co/ab5m3maea9,0.456,0.0,0.544,0.7717,Solarsoldier001,None,1.51007e+12,11/7/17 7:48,2017,11,7,7,48
1236,k the good doctor is amazing. iâ€™m hooked within 20 mins.,0.456,0.0,0.544,0.7717,clara_emmalyn,None,1.51033e+12,11/10/17 8:22,2017,11,10,8,22
1237,please god please  let it be more that 7 episode  #thegooddoctor https://t.co/6vg82crcq6,0.456,0.0,0.544,0.6908,lswser,None,1.5098e+12,11/4/17 4:31,2017,11,4,4,31
1238,anyone else as fascinated with #thegooddoctor? this show is sweet!!,0.455,0.0,0.545,0.7707,TMariePR,Alaska,1.50992e+12,11/5/17 14:33,2017,11,5,14,33
1239,the good doctor makes me so emotional _Ÿ™Å,0.455,0.0,0.545,0.6144,brucevincental,Beijing,1.50995e+12,11/5/17 23:48,2017,11,5,23,48
1240,ready to watch #thegooddoctor,0.455,0.0,0.545,0.3612,PattiesKakes,Mountain Time (US & Canada),1.51002e+12,11/6/17 18:51,2017,11,6,18,51
1243,it's because of all of you that this show is a hit! the amazing  kind and loving fans! thank you #thegooddoctor https://t.co/caolapc9vv,0.455,0.0,0.545,0.9347,GoodDoctorFan,None,1.51038e+12,11/10/17 23:16,2017,11,10,23,16
1245,the good doctor is a very good show. my gosh! yeas!!,0.455,0.0,0.545,0.7701,IAmFloridaBorn,Eastern Time (US & Canada),1.51046e+12,11/11/17 20:02,2017,11,11,20,2
1246,another note is that the good doctor is actually a wonderful show and i love it to pieces.,0.454,0.0,0.546,0.8957,lovatolehane,Brisbane,1.50997e+12,11/6/17 4:04,2017,11,6,4,4
1247,can i just reiterate how much i love #thegooddoctor  shaun is so adorable _Ÿ˜ç,0.454,0.0,0.546,0.8525,Jordykaitlyn,None,1.51005e+12,11/7/17 1:45,2017,11,7,1,45
1248,â€˜the good doctorâ€™ is highly recommended to watch,0.454,0.0,0.546,0.6115,SkylarGraskey,Eastern Time (US & Canada),1.51042e+12,11/11/17 8:49,2017,11,11,8,49
1251,the good doctor is such a good fucking tv show,0.453,0.0,0.547,0.7003,its_doddsy,London,1.50985e+12,11/4/17 20:56,2017,11,4,20,56
1252,good doctor kdrama or the good doctor american series?,0.453,0.0,0.547,0.7003,TeeBrothers,Alaska,1.50986e+12,11/4/17 22:52,2017,11,4,22,52
1253,@lilturie @tragiccreature greys and the good doctor are better,0.453,0.0,0.547,0.7003,loveliamblue,None,1.50987e+12,11/5/17 1:34,2017,11,5,1,34
1256,the good doctor is such a good show omggg _Ÿ___Ÿè_,0.453,0.0,0.547,0.7003,LynnElyssa,None,1.50992e+12,11/5/17 13:40,2017,11,5,13,40
1257,the good doctor is my new fave programme âù_ï¸èâù_ï¸èâù_ï¸èâù_ï¸èâù_ï¸èâù_ï¸èâù_ï¸è,0.453,0.0,0.547,0.7003,millieirish,None,1.51001e+12,11/6/17 14:03,2017,11,6,14,3
1259,the good doctor is my new fave show _Ÿ_©,0.453,0.0,0.547,0.7003,CharismaRenee,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:03,2017,11,6,17,3
1260,the good doctor is such a good show #thegooddoctor https://t.co/wykurrcllq,0.453,0.0,0.547,0.7003,Melissajohn666,None,1.51002e+12,11/6/17 18:09,2017,11,6,18,9
1262,listen here bois the good doctor is rlly good,0.453,0.0,0.547,0.7003,CoffeeEnding,Pacific Time (US & Canada),1.51004e+12,11/6/17 22:44,2017,11,6,22,44
1266,stay tuned: 'the good doctor' is a good show https://t.co/j7qmq5wktf,0.453,0.0,0.547,0.7003,gettalentUK,None,1.51008e+12,11/7/17 10:59,2017,11,7,10,59
1267,stay tuned: 'the good doctor' is a good show https://t.co/o9ihkpvj9v,0.453,0.0,0.547,0.7003,usautismnews,None,1.51008e+12,11/7/17 11:10,2017,11,7,11,10
1269,binge watching the good doctor. it's so good _Ÿ˜_,0.453,0.0,0.547,0.7003,Jarnelle_way,Central Time (US & Canada),1.51028e+12,11/9/17 17:26,2017,11,9,17,26
1276,the good doctor is a really good show tho _Ÿ’¯,0.453,0.0,0.547,0.7003,shanaiha_mg,Central Time (US & Canada),1.51037e+12,11/10/17 19:13,2017,11,10,19,13
1278,@wecinema potc 1&amp;2  lotr  kingdom of heaven   zulu  e-town  the good doctor...well  pretty much all of his movies. :),0.453,0.0,0.547,0.9081,OrlandolandRu,None,1.5098e+12,11/4/17 5:12,2017,11,4,5,12
1279,the good doctor is on tonight! iâ€™m so excited! _Ÿ˜ç_Ÿ™Œ_Ÿè»_Ÿ‘¨_Ÿè»â€çâ_•ï¸è,0.452,0.0,0.548,0.765,SavvyLynn28,Eastern Time (US & Canada),1.51e+12,11/6/17 12:58,2017,11,6,12,58
1280,an impressive tv series  #thegooddoctor,0.452,0.0,0.548,0.5106,Muhammedhema18,Cairo,1.51002e+12,11/6/17 18:31,2017,11,6,18,31
1281,lmao iï¸è swear the main character of the good doctor is so fuckin cute _Ÿ˜‚,0.452,0.054,0.494,0.8714,xYasmeenx88,Pacific Time (US & Canada),1.51029e+12,11/9/17 21:42,2017,11,9,21,42
1282,freddie highmore is easily the best actor out right now.,0.452,0.0,0.548,0.765,TyIerIsCursed,Pacific Time (US & Canada),1.51042e+12,11/11/17 8:56,2017,11,11,8,56
1284,@sherhooked yep i need sth like this and the good doctor is making me already curious sooo,0.452,0.0,0.548,0.836,bluemrad,None,1.50981e+12,11/4/17 9:42,2017,11,4,9,42
1286,can she allow the good doctor to fully care for his citrine? #ibooks caring for citrine @altahensley https://t.co/posnxhyfto,0.451,0.0,0.549,0.8883,BlushingBooks,Atlantic Time (Canada),1.50988e+12,11/5/17 2:15,2017,11,5,2,15
1287,@tonyacoleman688 @gooddoctorabc yes! freddie highmore!,0.451,0.0,0.549,0.508,CharmnLuck,Pacific Time (US & Canada),1.50994e+12,11/5/17 20:34,2017,11,5,20,34
1289,@michaelmuhney congrats on freddie highmore's great comments about your performance in the good doctor. wow!â€_ https://t.co/aeae47u2mc,0.451,0.0,0.549,0.8932,BehindThe88Ball,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:08,2017,11,6,17,8
1291,@deadline @whatsfilming @ericwinter1 the good doctor is the best show i've seen this new season. it is amazing! with eric would be awesome!,0.451,0.0,0.549,0.9484,juliana_barca,None,1.51027e+12,11/9/17 14:58,2017,11,9,14,58
1292,to stinkin cute! #thegooddoctor https://t.co/fnuhtygl8o,0.451,0.0,0.549,0.5093,GoodDoctorFan,None,1.51038e+12,11/10/17 21:04,2017,11,10,21,4
1293,freddie highmore is great too so,0.451,0.0,0.549,0.6249,ohcalamityx,Adelaide,1.51046e+12,11/11/17 19:55,2017,11,11,19,55
1294,best new fall shows 2017: vote now!: the good doctor https://t.co/qwh2vkqfy8,0.451,0.0,0.549,0.8122,aliciamarywe2,None,1.50981e+12,11/4/17 9:38,2017,11,4,9,38
1295,i'm watching the good doctor and it's so good pls watch it,0.45,0.0,0.55,0.749,sugarplumstydia,Pacific Time (US & Canada),1.51003e+12,11/6/17 21:22,2017,11,6,21,22
1312,@myonlylove_1d because it's amazing! _Ÿ˜‰ #thegooddoctor,0.45,0.0,0.55,0.6239,GoodDoctorFan,None,1.51038e+12,11/10/17 21:14,2017,11,10,21,14
1331,#thegooddoctor is lit!!! i swear its the best,0.45,0.106,0.443,0.7074,Virtual5SOS,Melbourne,1.51047e+12,11/11/17 22:23,2017,11,11,22,23
1332,finally  a chance on the good doctor marathon. _Ÿ˜__Ÿç¿_Ÿç¿,0.45,0.0,0.55,0.5994,jasminemerriam,Urumqi,1.5098e+12,11/4/17 6:50,2017,11,4,6,50
1333,congratulations lajoyce brookshire  also known as the good doctor! you definitely belong on theâ€_ https://t.co/thp2hcdnx4,0.449,0.0,0.551,0.8687,GwendolynGQuinn,Atlantic Time (Canada),1.50988e+12,11/5/17 4:21,2017,11,5,4,21
1334,the good doctor comes on tonight!!!!,0.449,0.0,0.551,0.6209,BeLikeJaayy,Eastern Time (US & Canada),1.51001e+12,11/6/17 14:56,2017,11,6,14,56
1335,the good doctor is so good!!!!!!,0.449,0.0,0.551,0.6209,KayLeighGee13,Quito,1.51002e+12,11/6/17 17:04,2017,11,6,17,4
1336,freddie highmore ds la pub!!! sweetie,0.449,0.0,0.551,0.6219,valdeztieI,Paris,1.51028e+12,11/9/17 17:10,2017,11,9,17,10
1337,do any of my mutuals watch the good doctor it's so great,0.449,0.0,0.551,0.8458,fireladyjade,None,1.51032e+12,11/10/17 6:03,2017,11,10,6,3
1338,the good doctor is on hulu and i highly recommend,0.449,0.0,0.551,0.6901,abbicoope,Atlantic Time (Canada),1.51034e+12,11/10/17 11:43,2017,11,10,11,43
1339,i highly recommend to anyone to watch â€œthe good doctorâ€ù.,0.449,0.0,0.551,0.6901,vern__,None,1.51037e+12,11/10/17 20:26,2017,11,10,20,26
1340,i liked a @youtube video https://t.co/h8v49kodg6 shaun's speech - the good doctor,0.449,0.0,0.551,0.6908,IamDarrenCriss,None,1.50978e+12,11/4/17 1:39,2017,11,4,1,39
1341,@ctv_television hello just wondering if you dropped the good doctor..thanks..i sure hope not.,0.448,0.0,0.552,0.7964,Boxes7Allan,Saskatchewan,1.50991e+12,11/5/17 11:29,2017,11,5,11,29
1342,freddie highmore is a gem. he's so funny without even trying. and  he's such a likeable guy. wow.,0.448,0.0,0.552,0.8895,heyitscn_aman12,Eastern Time (US & Canada),1.51029e+12,11/9/17 19:44,2017,11,9,19,44
1344,how 'the good doctor' redefines the #tv hero https://t.co/bxnllorzl9 https://t.co/wifojxetqq,0.448,0.0,0.552,0.7579,TV__Newz,Paris,1.5104e+12,11/11/17 4:54,2017,11,11,4,54
1345,ronnie o'sullivan will play shaun murphy in the champion of champions final _Ÿ_±  great news for those who followed ouâ€_ https://t.co/o7bypewatv,0.448,0.0,0.552,0.93,SportingLife,London,1.51044e+12,11/11/17 14:47,2017,11,11,14,47
1346,shaun murphy. century (131) champion of champions 2017: https://t.co/bulwcfniz0 via @youtube,0.448,0.0,0.552,0.8074,spainprosnooker,Madrid,1.51045e+12,11/11/17 16:33,2017,11,11,16,33
1347,shaun murphy v luca brecel  sf champion of champions 2017 #147sf https://t.co/60uqlrmix1,0.448,0.0,0.552,0.8074,WilhelmKruckel,None,1.51046e+12,11/11/17 21:00,2017,11,11,21,0
1348,sis face is untouched and unburnt. sheâ€™s good. _Ÿ˜© look better than me. lmao. #thegooddoctor,0.447,0.0,0.553,0.8658,xLosingFaith,Eastern Time (US & Canada),1.51001e+12,11/6/17 15:15,2017,11,6,15,15
1349,ooh  you are?! yes! yet another reason to love #thegooddoctor!! _Ÿ‘€_Ÿ˜ç_Ÿ™Œ_Ÿè_ https://t.co/4en21kuizi,0.447,0.0,0.553,0.8429,justwrite115,Eastern Time (US & Canada),1.51027e+12,11/9/17 16:30,2017,11,9,16,30
1350,@dascott1968 you definitely should! season one was awesome  season 2 is also!!! have u had a chance to check out the good doctor?,0.446,0.0,0.554,0.9164,Sarah_G_Barker,Eastern Time (US & Canada),1.51046e+12,11/11/17 19:35,2017,11,11,19,35
1352,@gooddoctorabc @iamnickgonzalez @winchesterbates wow i love (the good doctor) and i will probably cried by watchingâ€_ https://t.co/9by23eowmy,0.445,0.106,0.449,0.8519,lemaywatson,None,1.51035e+12,11/10/17 14:02,2017,11,10,14,2
1353,i really love this scene so much. freddie highmore &amp; @verafarmiga are so good together on set. please please pleaseâ€_ https://t.co/saj9qjbs4a,0.445,0.0,0.555,0.9159,VeraSupport,Pacific Time (US & Canada),1.51047e+12,11/11/17 21:54,2017,11,11,21,54
1354,@hawaiifive0cbs i really donâ€™t care i would rather watch the good doctor,0.444,0.0,0.556,0.749,cecparin,Pacific Time (US & Canada),1.50986e+12,11/4/17 22:21,2017,11,4,22,21
1355,must watch the good doctor!,0.444,0.0,0.556,0.4926,aslanwesson1,London,1.50987e+12,11/5/17 0:24,2017,11,5,0,24
1356,the good doctor is amazing! i'm halfway through episode 1 and i already love it. freddie highmore is brillant,0.444,0.0,0.556,0.9041,lululucyfryer,London,1.50991e+12,11/5/17 10:04,2017,11,5,10,4
1357,@dylankingwell @dylankingwell hey kid   great actor. i'm french fan. #thegooddoctor,0.444,0.0,0.556,0.7506,JoshTurchinu,Pacific Time (US & Canada),1.50999e+12,11/6/17 9:34,2017,11,6,9,34
1358,@emisbrianna iï¸è love luke bryan and all pero iï¸è like the good doctor more _Ÿ˜ê_Ÿ˜’,0.444,0.0,0.556,0.8625,cim5_,None,1.51002e+12,11/6/17 18:06,2017,11,6,18,6
1359,ok i'm officially in love with freddie highmore  _Ÿ˜__Ÿ˜__Ÿ˜_ #thegooddoctor,0.444,0.0,0.556,0.7506,jesswilliams93,None,1.51006e+12,11/7/17 4:48,2017,11,7,4,48
1360,#thegooddoctor is a really good show,0.444,0.0,0.556,0.4927,VanDerek_,Central Time (US & Canada),1.51028e+12,11/9/17 19:28,2017,11,9,19,28
1361,besides greyâ€™s anatomy  and house.   my newest favorite is the good doctor. its good.,0.444,0.0,0.556,0.8316,anwarsauqie,Kuala Lumpur,1.51032e+12,11/10/17 5:17,2017,11,10,5,17
1362,everybody need to watch the good doctor!! itâ€™s so good.,0.444,0.0,0.556,0.7494,missBreauna_,Central Time (US & Canada),1.51037e+12,11/10/17 19:01,2017,11,10,19,1
1363,@thesokorus ahh yes of course the good doctor hardeep,0.444,0.0,0.556,0.6808,GeorgeTakeiDSA,Pacific Time (US & Canada),1.51047e+12,11/11/17 21:47,2017,11,11,21,47
1364,currently watching the good doctor!,0.444,0.0,0.556,0.4926,jennalove1994,None,1.51047e+12,11/11/17 21:56,2017,11,11,21,56
1366,@strychn_n3 watch the good doctor!,0.444,0.0,0.556,0.4926,SpadeMonroe,Pacific Time (US & Canada),1.50982e+12,11/4/17 10:36,2017,11,4,10,36
1369,the good doctor abc the good doctor   wonderful series  amr sherif u must watch it https://t.co/qpnddcejqa,0.442,0.0,0.558,0.8591,shadybnayman,Cairo,1.51007e+12,11/7/17 6:50,2017,11,7,6,50
1370,just catching up on the good doctor. easy to see why it's a ratings hit... i love it!,0.442,0.0,0.558,0.8832,DanMBennett,Melbourne,1.51045e+12,11/11/17 18:17,2017,11,11,18,17
1371,wow this episode of the good doctor was so sad. like always,0.441,0.186,0.373,0.6691,merallure,Muscat,1.5099e+12,11/5/17 7:54,2017,11,5,7,54
1372,freddie highmore is the best person for the good doctor _Ÿ˜‚_Ÿ‘è_Ÿè_,0.441,0.0,0.559,0.7964,jenny15luvs1D,London,1.50992e+12,11/5/17 14:46,2017,11,5,14,46
1374,the good doctor might be the best show on network television.,0.441,0.0,0.559,0.7964,TTSO_James,None,1.51007e+12,11/7/17 8:04,2017,11,7,8,4
1375,yes can we pray for answers for the good doctor by then https://t.co/b2lccgf5il,0.441,0.0,0.559,0.7845,Lizabethdarcy,Eastern Time (US & Canada),1.51028e+12,11/9/17 16:54,2017,11,9,16,54
1376,retweet for the good doctor the best show on _Ÿ“º https://t.co/ioshfoi9hi,0.441,0.0,0.559,0.7964,SAMIdGILBERT1,None,1.51045e+12,11/11/17 16:17,2017,11,11,16,17
1377,i love being in bed watching the good doctor hitting my pen,0.441,0.0,0.559,0.7964,CrispyHannah,None,1.51047e+12,11/11/17 22:17,2017,11,11,22,17
1378,the good doctor is one of the best shows on tv,0.441,0.0,0.559,0.7964,okayhailey,Pacific Time (US & Canada),1.51047e+12,11/11/17 22:27,2017,11,11,22,27
1379,the good doctor   one of the best things i've ever seen,0.441,0.0,0.559,0.7964,khaledshakhroba,Athens,1.5098e+12,11/4/17 5:45,2017,11,4,5,45
1380,â€œmay i have my batteries back?â€ù _Ÿ˜‚ oh shaun. i love him. heâ€™s so great. #thegooddoctor,0.44,0.0,0.56,0.887,greysfan,Sydney,1.51005e+12,11/7/17 2:38,2017,11,7,2,38
1381,@athighmore loving the good doctor! i think freddie is going to earn an emmy for his role! heâ€™s superb!,0.44,0.0,0.56,0.9149,LisaKneebone,None,1.51044e+12,11/11/17 14:36,2017,11,11,14,36
1382,definitely needs to be more shows like this #thegooddoctor,0.439,0.0,0.561,0.6682,Danbear1999,Perth,1.51032e+12,11/10/17 6:30,2017,11,10,6,30
1383,"the good doctor 1x06 ""not fake"" â˜…â˜…â˜…â˜…â˜…â˜…â˜†â˜†â˜†â˜† https://t.co/oshn7uvzut #trakt",0.438,0.0,0.562,0.6656,dayumbish,Brasilia,1.50984e+12,11/4/17 17:40,2017,11,4,17,40
